movie_name,release_date,runtime,genre,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross
An Untold Fact Lateef, 5 Jun 2015 , 118 min  ,Drama,Disaster,25,"10,100",None,None,None,None,None,"9,51,750","9,50,000","9,50,000"
Speedy Singhs, 23 Sep 2011 , 103 min  ,Drama,Disaster,450,"3,13,000","35,00,00,000","47,00,000","1,62,00,000","2,30,50,000","2,17,08,000","3,08,87,000","3,44,00,000","3,44,00,000"
Model - The Beauty, 21 Jan 2005 , 109 min  ,Drama,Disaster,30,"1,90,500","70,00,000","6,50,000","18,00,000","26,00,000","25,92,000","37,44,000","53,00,000","53,00,000"
Phobia, 27 May 2016 , 112 min  ,Horror,Disaster,625,"3,86,000","8,50,00,000","33,00,000","1,52,00,000","3,57,00,000","2,11,28,000","4,96,23,000","5,29,00,000","5,29,00,000"
Market, 12 Sep 2003 , 160 min  ,Drama,Below Average,120,"12,37,000","2,00,00,000","32,00,000","99,00,000","1,57,50,000","1,50,48,000","2,39,40,000","4,27,00,000","4,27,91,500"
Department, 18 May 2012 , 126 min  ,Action,Disaster,1500,"18,25,000","32,00,00,000","2,71,00,000","8,08,00,000","11,45,00,000","12,71,96,000","17,94,15,000","16,25,00,000","19,05,50,000"
Love In Jungle, 30 May 2014 , 78 min  ,Adult,Disaster,2,"21,950","20,00,000",None,None,None,None,"8,28,000","8,25,000","8,25,000"
Anuradha - Aur Uski Kahaani, 28 Feb 2014 , 128 min  ,Drama,Disaster,100,"6,150","1,75,00,000",None,None,"4,70,000",None,"6,39,200","6,75,000","6,75,000"
Chocolate, 23 Sep 2005 , 162 min  ,Thriller,Flop,255,"19,75,000","9,00,00,000","85,00,000","2,42,00,000","3,70,00,000","3,79,72,000","5,76,00,000","9,45,00,000","10,35,20,000"
I Love NY, 10 Jul 2015 , 136 min  ,Rom - Com,Disaster,500,"1,19,000","16,00,00,000","26,00,000","85,00,000","1,19,00,000","1,14,75,000","1,60,65,000","1,62,00,000","1,62,00,000"
Guru Mahaguru, 13 Dec 2002 , 130 min  ,Action,Disaster,10,"82,300","2,50,00,000","2,75,000","6,50,000","10,00,000","10,53,000","16,20,000","21,00,000","21,00,000"
Ankush - The Command, 6 Jan 2006 , 130 min  ,Drama,Disaster,4,"9,400","70,00,000",None,None,None,None,"3,24,000","3,25,000","3,25,000"
Isi Life Mein...!, 24 Dec 2010 , 138 min  ,Love Story,Disaster,250,"1,50,500","8,50,00,000","12,50,000","47,00,000","69,50,000","64,39,000","95,21,500","1,39,00,000","1,39,00,000"
Provoked, 7 Apr 2006 , 113 min  ,Drama,Disaster,90,"4,52,000","12,00,00,000","28,00,000","90,00,000","1,45,00,000","4,22,25,000","6,51,95,000","3,39,00,000","13,27,97,500"
Jai Singh Are Baap Re, 26 Sep 2014 , 0 min  ,Drama,Disaster,4,"3,075","15,00,000",None,None,None,None,"1,50,000","1,50,000","1,50,000"
Room - The Mystery, 13 Mar 2015 , 88 min  ,Drama,Disaster,50,"10,750",None,None,None,None,None,"9,52,000","9,50,000","9,50,000"
Anokha Anubhav, 27 Feb 2004 , 119 min  ,Adult,Disaster,1,"15,800","20,00,000",None,None,None,None,"3,75,000","3,75,000","3,75,000"
Dalaal No.1, 2 Jun 2000 , 167 min  ,Drama,Flop,50,"4,68,000","40,00,000","7,00,000","19,00,000","30,00,000","31,92,000","50,40,000","85,00,000","85,30,975"
Ye Hai Gaddar Dil, 14 Apr 2017 , 91 min  ,Drama,Disaster,4,"3,000",None,None,None,None,None,"1,85,000","1,85,000","1,85,000"
Doodhwali, 13 Jul 2007 , 88 min  ,Adult,Disaster,1,"72,900","12,50,000",None,None,None,None,"20,02,000","20,00,000","20,00,000"
Angry Indian Goddesses, 4 Dec 2015 , 120 min  ,Drama,Disaster,375,"1,71,000","9,00,00,000","15,00,000","72,00,000","1,38,50,000","1,00,08,000","1,92,51,500","2,92,00,000","2,92,00,000"
Dangal, 23 Dec 2016 , 161 min  ,Drama,All Time Blockbuster,4250,"3,69,96,000","1,32,00,00,000","29,16,00,000","1,04,53,00,000","1,92,38,00,000","1,98,64,25,000","3,68,30,50,000","4,95,25,00,000","7,02,47,50,000"
Murder In Mumbai, 26 Oct 2012 , 109 min  ,Thriller,Disaster,5,"16,500","90,00,000","40,000","1,25,000","1,75,000","1,78,750","2,50,250","12,50,000","12,50,000"
Vartmaan, 3 Mar 1995 , 155 min  ,Action,Disaster,20,"2,88,000","3,50,00,000","2,00,000","6,50,000","10,75,000","10,46,500","17,30,750","31,00,000","31,25,200"
Kuku Mathur Ki Jhand Ho Gayi, 30 May 2014 , 109 min  ,Comedy,Disaster,600,"1,50,500","6,50,00,000","29,00,000","95,00,000","1,41,00,000","1,28,25,000","1,90,35,000","1,94,00,000","1,94,00,000"
Prem Tapasya, 3 Jan 2003 , 105 min  ,Drama,Disaster,3,"1,12,000","20,00,000",None,None,None,None,"22,96,000","23,00,000","23,00,000"
Rahasya, 30 Jan 2015 , 125 min  ,Mystery,Disaster,325,"99,700","6,00,00,000",None,None,"70,00,000",None,"95,90,000","1,52,00,000","1,52,00,000"
Agnipankh, 27 Feb 2004 , 135 min  ,Drama,Disaster,90,"1,52,000","5,50,00,000","13,00,000","33,00,000","47,00,000","49,17,000","70,03,000","81,00,000","81,00,000"
Aa Dekhen Zara, 27 Mar 2009 , 117 min  ,Thriller,Disaster,450,"9,65,000","17,00,00,000","85,00,000","2,85,00,000","4,23,00,000","4,92,45,000","7,24,86,000","8,42,00,000","10,38,35,000"
Haseena Dacait, 2 Feb 2001 , 84 min  ,Drama,Disaster,2,"74,600","20,00,000",None,None,None,None,"12,97,500","13,00,000","13,00,000"
Armaan, 16 May 2003 , 152 min  ,Drama,Flop,195,"25,99,000","9,50,00,000","75,00,000","4,75,000","3,94,00,000","2,18,76,750","9,08,32,000","10,45,00,000","14,91,50,000"
Bachke Rehna Re Baba, 17 Jun 2005 , 138 min  ,Comedy,Flop,225,"11,43,000","6,00,00,000","64,00,000","1,79,00,000","2,81,50,000","2,68,63,500","4,24,93,500","5,28,00,000","5,51,92,500"
Jo Hum Chahein, 16 Dec 2011 , 138 min  ,Love Story,Disaster,300,"28,100","8,50,00,000","6,00,000","20,00,000","27,75,000","27,20,000","37,74,000","39,00,000","39,00,000"
Bewafa Sanam, 12 May 1995 , 145 min  ,Love Story,Super Hit,65,"65,74,000","1,25,00,000","10,00,000","34,00,000","66,50,000","57,80,000","1,13,05,000","8,44,00,000","8,49,67,000"
Kaalakaandi, 12 Jan 2018 , 112 min  ,Drama,,900,--,"18,00,00,000","95,00,000","2,81,00,000","4,30,00,000",None,--,None,None
Khandala House, 29 Feb 2008 , 104 min  ,Horror,Disaster,8,"60,500","25,00,000",None,None,None,None,"18,00,000","18,00,000","18,00,000"
Game Over, 8 Dec 2017 , 143 min  ,Drama,Disaster,150,"43,900",None,"4,00,000","16,00,000","23,75,000","19,68,000","29,21,250","39,00,000","39,00,000"
Mumbai 118, 23 Apr 2010 , 105 min  ,Drama,Disaster,30,"10,300","75,00,000",None,None,None,None,"5,00,500","5,00,000","5,00,000"
Raja Bhai Lagey Raho, 28 Oct 2005 , 117 min  ,Comedy,Disaster,12,"77,800","50,00,000","1,75,000","5,50,000","8,50,000","8,08,500","12,49,500","21,75,000","21,75,000"
Ek Kahani Julie Ki, 9 Sep 2016 , 119 min  ,Drama,Disaster,100,"13,900",None,None,None,None,None,"11,98,500","12,00,000","12,00,000"
The Best Seller, 26 Feb 2016 , 120 min  ,Drama,Disaster,25,"22,200",None,None,None,None,None,"17,75,000","17,75,000","17,75,000"
Rajdhani Express, 4 Jan 2013 , 130 min  ,Thriller,Disaster,275,"39,200","6,50,00,000","6,00,000","20,00,000","28,00,000","27,60,000","38,64,000","40,00,000","40,00,000"
Yeh Shabnam Bani Shola, 27 Apr 2001 , 103 min  ,Drama,Disaster,5,"1,08,500","25,00,000",None,None,None,None,"19,20,500","19,25,000","19,25,000"
Saazish, 20 Feb 1998 , 140 min  ,Drama,Flop,105,"15,68,000","2,00,00,000","21,00,000","56,00,000","93,00,000","96,32,000","1,59,96,000","2,59,00,000","2,60,95,000"
Ungli, 28 Nov 2014 , 114 min  ,Drama,Disaster,1800,"18,51,000","39,00,00,000","2,97,00,000","10,38,00,000","15,55,00,000","15,71,96,500","23,21,32,500","21,94,00,000","24,96,57,500"
Kismat, 20 Feb 2004 , 149 min  ,Action,Disaster,300,"21,26,000","7,00,00,000","69,00,000","1,97,00,000","3,02,00,000","3,36,22,500","5,11,82,500","7,38,00,000","8,46,60,000"
Ganga Aur Ranga, 1 Jul 1994 , 140 min  ,Action,Flop,9,"3,10,000",None,None,None,None,None,"26,04,000","26,00,000","26,31,500"
Bank Chor, 16 Jun 2017 , 129 min  ,Comedy,Flop,700,"7,57,000","15,00,00,000","1,40,00,000","4,35,00,000","6,89,00,000","6,04,65,000","9,57,71,000","9,85,00,000","9,85,00,000"
Shadow, 21 Aug 2009 , 138 min  ,Mystery,Disaster,225,"1,03,000","3,00,00,000","10,00,000","31,00,000","42,50,000","42,78,000","58,65,000","65,00,000","65,00,000"
Darawani Haveli, 24 Jan 1997 , 0 min  ,Horror,Disaster,5,"1,85,000","20,00,000",None,None,None,None,"25,06,000","25,00,000","25,00,000"
Khoobsurat, 26 Nov 1999 , 151 min  ,Comedy,Average,185,"60,03,000","6,00,00,000","45,00,000","1,51,00,000","2,81,00,000","2,76,81,500","5,09,49,000","14,47,00,000","15,11,87,500"
Mahal, 11 Jan 2002 , 128 min  ,Horror,Disaster,10,"1,41,000","30,00,000",None,None,None,None,"27,04,000","27,00,000","27,00,000"
My Best Friend, 23 Jan 2015 , 110 min  ,Adult,Disaster,2,"22,900",None,None,None,None,None,"7,99,250","8,00,000","8,00,000"
Bewakoofiyaan, 14 Mar 2014 , 119 min  ,Rom - Com,Flop,1100,"14,05,000","22,00,00,000","2,21,00,000","7,23,00,000","12,67,00,000","11,74,30,000","19,69,70,000","18,79,00,000","22,20,60,000"
Be Parda, 31 Mar 2006 , 132 min  ,Adult,Disaster,5,"73,700","60,00,000",None,None,None,None,"22,05,000","22,00,000","22,00,000"
Aishwarya, 5 Jun 2009 , 105 min  ,Drama,Disaster,45,"93,400","55,00,000",None,None,None,None,"36,00,000","36,00,000","36,00,000"
Mere Jaisa Kaun, 25 Sep 2015 , 0 min  ,Drama,Disaster,1,"1,775",None,None,None,None,None,"75,000","75,000","75,000"
Satyagraha, 30 Aug 2013 , 153 min  ,Drama,Flop,2650,"71,18,000","73,00,00,000","9,76,00,000","33,39,00,000","46,52,00,000","54,25,29,000","75,64,67,000","74,96,00,000","91,00,75,000"
Aakhir Kab Tak, 14 Oct 2016 , 103 min  ,Drama,Disaster,10,"6,400",None,None,None,None,None,"4,61,500","4,62,500","4,62,500"
Lollypop, 21 Mar 2008 , 79 min  ,Adult,Disaster,1,"26,400","10,00,000",None,None,None,None,"7,75,500","7,75,000","7,75,000"
Office, 15 Dec 2017 , 98 min  ,Horror,Disaster,1,475,None,None,None,None,None,"30,000","30,000","30,000"
Droh Kaal, 5 May 1995 , 162 min  ,Thriller,Flop,35,"7,86,000","65,00,000","5,50,000","18,50,000","33,25,000","25,16,000","45,22,000","1,21,00,000","1,21,31,500"
Sab Kuch Nahin Kuch Bhi Nahin, 15 Apr 2005 , 126 min  ,Drama,Disaster,7,"4,050","70,00,000","25,000","75,000","1,00,000","1,08,750","1,45,000","1,60,000","1,60,000"
Tension Doooor, 4 Nov 2011 , 95 min  ,Drama,Disaster,10,"2,175","75,00,000",None,None,"1,00,000",None,"1,35,000","1,35,000","1,35,000"
Hum Baja Bajaa Denge, 3 Apr 2015 , 125 min  ,Drama,Disaster,15,"11,900",None,None,None,None,None,"5,00,500","5,00,000","5,00,000"
Jism, 17 Jan 2003 , 129 min  ,Thriller,Hit,200,"40,29,000","3,25,00,000","67,00,000","1,91,00,000","3,37,00,000","3,19,02,000","5,60,34,000","13,17,00,000","13,41,00,000"
Baghaawat... Ek Jung, 26 Jan 2001 , 117 min  ,Action,Disaster,30,"3,14,000","90,00,000","4,25,000","11,00,000","17,00,000","18,92,000","29,24,000","61,00,000","61,00,000"
Daddy Cool - Join The Fun, 28 Aug 2009 , 105 min  ,Comedy,Flop,525,"8,00,000","13,00,00,000","86,00,000","2,79,00,000","3,99,00,000","3,99,04,000","5,72,04,000","6,03,00,000","6,37,30,000"
Garv - Pride & Honour, 9 Jul 2004 , 149 min  ,Action,Below Average,425,"59,17,000","17,00,00,000","1,92,00,000","5,42,00,000","8,77,00,000","9,04,50,000","14,41,31,250","21,54,00,000","23,48,43,750"
Hazaar Chaurasi Ki Maa, 20 Mar 1998 , 142 min  ,Drama,Disaster,4,"29,200","75,00,000",None,None,None,None,"10,02,000","10,00,000","10,00,000"
Aakhari Decision, 19 Feb 2010 , 105 min  ,Action,Disaster,25,"9,550","4,00,00,000",None,None,None,None,"6,24,375","6,25,000","6,25,000"
Main Hoon Durga, 14 Dec 2012 , 125 min  ,Action,Disaster,20,"14,400","70,00,000","75,000","2,25,000","3,00,000","3,08,250","4,11,000","6,50,000","6,50,000"
M.S. Dhoni - The Untold Story, 30 Sep 2016 , 185 min  ,Drama,Hit,3900,"1,19,89,000","1,10,00,00,000","20,13,00,000","62,17,00,000","84,58,00,000","1,06,93,95,000","1,42,93,57,500","1,57,32,00,000","1,89,82,72,500"
Ashok Chakra Tribute To Real Heroes, 28 May 2010 , 85 min  ,Drama,Disaster,25,"5,725","1,25,00,000","75,000","2,50,000","3,00,000","3,45,000","4,14,000","4,50,000","4,50,000"
Main Phir Aaungi, 25 Oct 2013 , 0 min  ,Adult,Disaster,1,"1,050","5,00,000",None,None,None,None,"35,000","35,000","35,000"
Jeene Nahin Doongi, 8 Mar 2002 , 145 min  ,Action,Disaster,4,"1,10,500","50,00,000",None,None,None,None,"21,97,000","22,00,000","22,00,000"
Zara Sambhal Ke, 31 Oct 2014 , 112 min  ,Drama,Disaster,10,"4,400",None,None,None,None,None,"3,74,000","3,75,000","3,75,000"
De Taali, 20 Jun 2008 , 141 min  ,Comedy,Flop,475,"17,86,000","12,00,00,000","1,50,00,000","4,83,00,000","7,26,00,000","7,50,15,000","11,23,20,000","12,72,00,000","13,10,47,500"
Khiladi 420, 29 Dec 2000 , 168 min  ,Action,Disaster,250,"40,95,000","8,00,00,000","74,00,000","2,03,00,000","3,38,00,000","3,61,46,250","5,98,91,000","9,78,00,000","10,20,07,500"
Shikaar - The Musical Thriller, 2 Jul 2004 , 139 min  ,Thriller,Disaster,115,"7,01,000","3,50,00,000","22,00,000","63,00,000","98,50,000","1,04,04,750","1,60,80,750","2,35,00,000","2,60,16,250"
Judwaa, 7 Feb 1997 , 139 min  ,Masala,Hit,220,"1,36,34,000","6,25,00,000","76,00,000","2,19,00,000","4,03,00,000","3,89,82,000","7,17,34,000","23,39,00,000","24,28,37,500"
Maruti Mera Dosst, 5 Jun 2009 , 128 min  ,Sci Fi / Fantasy,Disaster,150,"43,700","2,75,00,000","6,00,000","20,00,000","27,25,000","27,20,000","37,06,000","40,00,000","40,00,000"
The Wishing Tree, 9 Jun 2017 , 99 min  ,Sci Fi / Fantasy,Disaster,40,"3,675",None,None,None,"5,25,000",None,"7,29,750","7,60,000","7,60,000"
Kesar Kasturi, 30 Oct 2015 , 109 min  ,Action,Disaster,2,"4,000",None,None,None,None,None,"2,50,250","2,50,000","2,50,000"
Ae Dil Hai Mushkil, 28 Oct 2016 , 157 min  ,Love Story,Hit,2850,"1,05,61,000","98,00,00,000","13,04,00,000","34,67,00,000","78,10,00,000","89,64,30,500","1,62,82,67,500","1,47,66,00,000","2,29,56,22,500"
Zaalim, 9 Dec 1994 , 150 min  ,Action,Average,140,"48,05,000","1,50,00,000","36,00,000","1,03,00,000","1,72,00,000","1,75,10,000","2,92,40,000","5,40,00,000","5,45,67,000"
Husn Bewafa, 10 Mar 2006 , 96 min  ,Drama,Disaster,3,"21,000","45,00,000","50,000","1,50,000","2,00,000","2,16,000","2,88,000","6,50,000","6,50,000"
Youngistaan, 28 Mar 2014 , 133 min  ,Drama,Disaster,1000,"8,46,000","28,00,00,000","1,20,00,000","4,03,00,000","6,24,00,000","5,44,05,000","8,42,40,000","9,45,00,000","9,45,00,000"
Dharma Karma, 3 Oct 1997 , 128 min  ,Action,Disaster,50,"7,51,000","1,25,00,000","8,00,000","2,20,000","36,00,000","3,82,800","62,64,000","1,12,00,000","1,12,90,625"
Maha Yuddh, 4 Dec 1998 , 0 min  ,Action,Disaster,5,"2,08,000","50,00,000",None,None,None,None,"35,00,000","35,00,000","35,00,000"
Udaan, 16 Jul 2010 , 134 min  ,Drama,Flop,225,"3,89,000","4,50,00,000","28,00,000","1,28,00,000","2,04,00,000","1,79,35,500","2,85,12,000","4,21,00,000","4,28,05,000"
Kaise Kahoon Ke... Pyaar Hai, 9 May 2003 , 132 min  ,Love Story,Disaster,80,"6,11,000","3,00,00,000","19,00,000","50,00,000","74,50,000","78,50,000","1,16,96,500","1,75,00,000","1,75,00,000"
Emptiness Tere Bina, 27 May 2016 , 102 min  ,Drama,Disaster,1,"4,200","7,50,000",None,None,None,None,"4,23,500","4,25,000","4,25,000"
Hair Is Falling, 5 Aug 2011 , 85 min  ,Drama,Disaster,20,"2,600","60,00,000","25,000","70,000","1,00,000","98,000","1,40,000","1,40,000","1,40,000"
Qatal-E-Aam, 18 Feb 2005 , 137 min  ,Action,Disaster,30,"1,63,000","1,25,00,000","3,50,000","9,50,000","14,00,000","14,53,500","21,42,000","45,00,000","45,30,625"
Manthan Ek Kashmakash, 4 Jan 2008 , 111 min  ,Thriller,Disaster,30,"22,600","1,00,00,000","1,75,000","5,75,000","7,50,000","7,93,500","10,35,000","11,75,000","11,75,000"
Red Light, 10 Feb 2006 , 98 min  ,Adult,Disaster,1,"53,300","15,00,000",None,None,None,None,"13,96,500","14,00,000","14,00,000"
Diwangi Ne Had Kar Di, 19 Nov 2010 , 129 min  ,Thriller,Disaster,50,"5,375","1,25,00,000","70,000","2,25,000","3,25,000","3,21,750","4,64,750","5,00,000","5,00,000"
Kutumb - The Family, 3 Nov 2017 , 116 min  ,Drama,Disaster,5,"3,475",None,None,None,None,None,"2,15,250","2,15,000","2,15,000"
Ab Ke Baras, 10 May 2002 , 168 min  ,Love Story,Flop,185,"19,44,000","5,25,00,000","40,00,000","1,13,00,000","1,86,50,000","1,88,71,000","3,11,45,500","5,15,00,000","5,18,41,250"
Jhamela, 22 Apr 2016 , 90 min  ,Drama,Disaster,8,"3,800",None,None,None,None,None,"3,26,250","3,25,500","3,25,500"
Hamari Adhuri Kahani, 12 Jun 2015 , 131 min  ,Love Story,Flop,1750,"39,74,000","40,00,00,000","4,99,00,000","16,31,00,000","26,95,00,000","26,26,93,000","42,62,05,000","40,48,00,000","51,87,20,000"
Shirdi Sai Baba, 7 Sep 2001 , 152 min  ,Devotional,Disaster,60,"3,13,000","3,25,00,000","6,25,000","17,00,000","26,00,000","32,58,000","49,69,000","67,00,000","76,40,000"
Pyaar Mein Twist, 2 Sep 2005 , 123 min  ,Rom - Com,Disaster,80,"1,75,000","3,75,00,000","17,00,000","48,00,000","72,00,000","68,64,000","1,02,96,000","1,32,00,000","1,32,00,000"
Bacche Mann Ke Sacche, 5 Sep 2014 , 139 min  ,Drama,Disaster,5,"4,000","20,00,000",None,None,None,None,"2,34,500","2,35,000","2,35,000"
Jai Shakumbhari Maa, 3 Mar 2000 , 149 min  ,Devotional,Disaster,1,"11,750","20,00,000",None,None,None,None,"2,25,000","2,25,000","2,25,000"
Pyar Ka Rog, 29 Apr 1994 , 131 min  ,Love Story,Disaster,25,"3,22,000","45,00,000","2,25,000","6,50,000","10,75,000","12,02,500","19,88,750","33,00,000","33,15,625"
My Friend Ganesha, 6 Jul 2007 , 121 min  ,Drama,Flop,100,"1,82,500","2,25,00,000","14,00,000","54,00,000","78,50,000","74,52,000","1,08,33,000","1,59,00,000","1,59,00,000"
Begum Jaan, 14 Apr 2017 , 134 min  ,Drama,Flop,1250,"19,93,000","19,00,00,000","3,64,00,000","10,73,00,000","15,89,00,000","16,55,56,500","24,35,63,250","27,77,00,000","30,61,90,000"
Gandhi Se Mahatma Tak, 4 Oct 1996 , 145 min  ,Documentary,Disaster,5,"26,800",None,None,None,None,None,"6,00,000","6,00,000","6,00,000"
Creature 3D, 12 Sep 2014 , 134 min  ,Horror,Flop,1300,"18,54,000","25,00,00,000","2,72,00,000","9,30,00,000","13,31,00,000","13,07,50,000","18,71,16,000","19,72,00,000","20,63,50,000"
Tanu Weds Manu, 25 Feb 2011 , 118 min  ,Love Story,Hit,850,"50,14,000","21,00,00,000","3,29,00,000","11,23,00,000","18,80,00,000","16,88,00,000","27,73,30,000","52,16,00,000","56,41,35,000"
Hum Tum Dushman Dushman, 6 Feb 2015 , 114 min  ,Drama,Disaster,125,"26,100","2,00,00,000",None,None,None,None,"16,20,000","16,25,000","16,25,000"
2 October, 5 Sep 2003 , 114 min  ,Drama,Disaster,20,"64,900","45,00,000","2,25,000","6,50,000","9,50,000","9,81,500","14,34,500","18,50,000","18,50,000"
Koyelaanchal, 9 May 2014 , 145 min  ,Action,Disaster,900,"2,76,000","14,00,00,000",None,None,"1,52,00,000",None,"2,06,72,000","2,29,00,000","2,29,00,000"
Baazi, 14 Apr 1995 , 179 min  ,Action,Flop,180,"59,85,000","3,50,00,000","43,00,000","1,31,00,000","2,25,00,000","2,18,77,000","3,75,75,000","8,49,00,000","8,80,50,000"
From Sydney With Love, 31 Aug 2012 , 139 min  ,Comedy,Disaster,175,"32,300","10,00,00,000","5,00,000","16,50,000","22,25,000","22,77,000","30,70,500","33,00,000","33,00,000"
Taj Mahal - A Monument Of Love, 21 Nov 2003 , 142 min  ,Love Story,Disaster,7,"1,475","4,00,00,000",None,None,"50,000",None,"75,000","75,000","75,000"
Double Dealer, 20 Jan 2017 , 78 min  ,Drama,Disaster,5,"2,700",None,None,None,None,None,"1,60,000","1,60,000","1,60,000"
Aaj Ka Neta, 18 May 2007 , 133 min  ,Action,Disaster,2,"16,050","50,00,000","50,000","1,50,000","2,00,000","2,14,500","2,86,000","5,00,000","5,00,000"
Ram Ratan, 3 Nov 2017 , 124 min  ,Rom - Com,Disaster,150,"15,500",None,None,None,None,None,"14,76,000","14,75,000","14,75,000"
Gour Hari Dastaan, 14 Aug 2015 , 111 min  ,Drama,Disaster,125,"13,500",None,"2,75,000","12,00,000","17,75,000","16,92,000","25,02,750","26,00,000","26,00,000"
Maharana Pratap - The First Freedom Fighter, 12 Oct 2012 , 145 min  ,Action,Disaster,5,"7,325","50,00,000","30,000","1,00,000","1,50,000","1,00,000","1,50,000","3,00,000","3,00,000"
Mastizaade, 29 Jan 2016 , 108 min  ,Comedy,Flop,1850,"22,42,000","30,00,00,000","3,39,00,000","11,12,00,000","16,46,00,000","16,07,80,000","23,79,20,000","24,78,00,000","25,59,60,000"
Mr. Joe B. Carvalho, 3 Jan 2014 , 130 min  ,Comedy,Disaster,1050,"3,78,000","17,00,00,000","66,00,000","1,98,00,000","2,92,50,000","2,55,42,000","3,77,32,500","3,83,00,000","3,83,00,000"
Hum Dil De Chuke Sanam, 18 Jun 1999 , 184 min  ,Love Story,Hit,250,"1,78,53,000","16,00,00,000","92,00,000","2,86,00,000","5,74,00,000","7,21,21,500","13,05,24,750","41,87,00,000","51,38,50,000"
Saali Poori Gharwali, 10 Nov 2000 , 80 min  ,Comedy,Disaster,1,"40,100","10,00,000",None,None,None,None,"7,01,250","7,00,000","7,00,000"
Kurbaan, 20 Nov 2009 , 160 min  ,Thriller,Flop,1250,"39,05,000","50,00,00,000","4,02,00,000","13,64,00,000","19,75,00,000","24,22,34,000","34,81,15,000","31,78,00,000","42,98,65,000"
Kal Ho Naa Ho, 27 Nov 2003 , 186 min  ,Love Story,Hit,400,"1,37,33,000","28,00,00,000","2,17,00,000","6,71,00,000","12,45,00,000","18,59,58,500","30,69,45,000","58,18,00,000","86,08,75,000"
Yamraaj, 31 Jul 1998 , 140 min  ,Action,Flop,140,"27,79,000","2,75,00,000","34,00,000","91,00,000","1,49,00,000","1,57,85,500","2,58,40,750","4,90,00,000","4,94,25,000"
Haq-E-Sailani, 19 Jan 2018 , 129 min  ,Drama,,0,--,None,None,None,None,None,--,None,None
