movie_name,release_date,runtime,genre,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross
Pratyavartan - The Homecoming, 26 Aug 2016 , 135 min  ,Drama,Disaster,15,"6,675","90,00,000",None,None,None,None,"4,99,500","5,00,000","5,00,000"
Ajji, 24 Nov 2017 , 102 min  ,Drama,Disaster,40,"4,000",None,"1,00,000","4,00,000","6,55,000","5,12,000","8,38,400","8,50,000","8,50,000"
Vapsi Saajan Ki, 9 Jun 1995 , 152 min  ,Love Story,Disaster,10,"1,40,000","95,00,000",None,None,None,None,"18,48,000","18,50,000","18,50,000"
Mirzya, 7 Oct 2016 , 129 min  ,Love Story,Disaster,1750,"7,38,000","63,00,00,000","1,59,00,000","4,76,00,000","7,62,00,000","8,17,08,000","12,71,83,500","10,93,00,000","13,46,65,000"
Love Shagun, 26 Feb 2016 , 122 min  ,Rom - Com,Disaster,100,"11,500",None,None,None,"8,25,000",None,"11,05,500","12,00,000","12,00,000"
Phaans - Ek Jasoos Ki Kahani, 5 Feb 2010 , 137 min  ,Thriller,Disaster,10,"3,900","45,00,000","25,000","75,000",None,"1,05,000","1,75,000","1,75,000","1,75,000"
Rahul, 6 Apr 2001 , 153 min  ,Drama,Disaster,70,"4,69,000","2,75,00,000","7,75,000","27,00,000","48,00,000","44,55,000","79,20,000","1,62,00,000","1,62,00,000"
Barsaat Ki Raat, 13 Mar 1998 , 158 min  ,Love Story,Disaster,65,"5,17,000","1,25,00,000","9,50,000","26,00,000","41,50,000","45,24,500","72,53,500","97,00,000","99,55,125"
Kartoos, 7 May 1999 , 135 min  ,Thriller,Flop,230,"62,62,000","8,75,00,000","81,00,000","22,70,000","3,80,50,000","54,00,650","6,75,83,500","13,04,00,000","13,44,61,250"
Phoonk, 22 Aug 2008 , 114 min  ,Horror,Hit,400,"22,85,000","4,50,00,000","1,35,00,000","4,37,00,000","6,64,00,000","6,07,43,000","9,22,96,000","13,62,00,000","13,62,00,000"
No One Killed Jessica, 7 Jan 2011 , 134 min  ,Thriller,Semi Hit,950,"36,86,000","19,00,00,000","3,22,00,000","12,18,00,000","19,38,00,000","19,50,60,500","30,38,40,500","39,66,00,000","45,72,35,000"
Salaam-E-Ishq, 26 Jan 2007 , 201 min  ,Love Story,Disaster,900,"54,09,000","43,00,00,000","4,19,00,000","11,15,00,000","16,26,00,000","24,80,60,000","35,39,20,000","31,78,00,000","52,24,00,000"
Mission Kashmir, 27 Oct 2000 , 151 min  ,Action,Average,400,"1,49,82,000","20,00,00,000","1,64,00,000","4,86,00,000","10,27,00,000","10,02,48,000","19,90,41,000","38,61,00,000","43,30,65,000"
Pyaasa Haiwan, 28 Nov 2003 , 0 min  ,Horror,Disaster,1,"1,14,000","25,00,000",None,None,None,None,"25,44,000","25,50,000","25,50,000"
Janani, 17 Nov 2006 , 124 min  ,Drama,Disaster,15,"3,900","1,50,00,000","50,000","1,50,000","2,00,000","2,14,500","2,86,000","3,00,000","3,00,000"
Sons Of Ram, 2 Nov 2012 , 86 min  ,Animation,Disaster,115,"30,800","5,00,00,000","5,00,000","17,00,000","23,25,000","23,12,000","31,62,000","33,00,000","33,00,000"
Yatra, 4 May 2007 , 131 min  ,Drama,Disaster,50,"45,600","4,75,00,000","5,25,000","18,00,000","24,50,000","23,94,000","32,58,500","38,00,000","38,00,000"
Kaabil, 25 Jan 2017 , 138 min  ,Thriller,Below Average,2550,"91,04,000","89,00,00,000","8,02,00,000","30,65,00,000","58,92,00,000","58,71,95,000","1,03,79,48,000","1,19,97,00,000","1,54,51,40,000"
The Hangman, 5 Feb 2010 , 110 min  ,Drama,Disaster,25,"1,875","1,00,00,000",None,None,"1,20,000",None,"1,62,000","1,75,000","1,75,000"
Jai Vikraanta, 24 Mar 1995 , 191 min  ,Action,Below Average,190,"67,23,000","3,50,00,000",None,None,"2,32,25,000",None,"3,94,82,500","8,19,00,000","8,25,30,000"
The Xpose, 16 May 2014 , 113 min  ,Thriller,Flop,1050,"13,27,000","15,00,00,000","1,89,00,000","6,13,00,000","9,06,00,000","8,27,55,000","12,23,10,000","12,96,00,000","12,96,00,000"
Tahaan, 6 Sep 2008 , 92 min  ,Drama,Disaster,100,"49,800","3,00,00,000","7,00,000","24,00,000","32,50,000","32,64,000","44,20,000","48,00,000","48,00,000"
Desh Devi Maa Ashapura Madhwali, 29 Nov 2002 , 149 min  ,Devotional,Disaster,12,"1,36,500","1,00,00,000","2,50,000","7,50,000","12,00,000","12,00,000","19,20,000","37,50,000","37,50,000"
Jodi Kya Banayi Wah Wah Ramji, 14 Nov 2003 , 129 min  ,Comedy,Disaster,90,"3,95,000","2,50,00,000","20,00,000","54,00,000","79,00,000","81,54,000","1,19,29,000","1,60,00,000","1,60,00,000"
Baba, 26 Dec 1997 , 128 min  ,Action,Disaster,3,"42,800","65,00,000",None,None,None,None,"6,76,000","6,75,000","6,75,000"
Darr, 24 Dec 1993 , 177 min  ,Thriller,Blockbuster,190,"1,99,06,000","3,25,00,000","47,00,000","1,39,00,000","2,65,25,000","2,55,76,000","4,88,06,000","19,73,00,000","21,30,50,000"
Tapish, 1 Sep 2000 , 146 min  ,Drama,Disaster,7,"86,800","45,00,000","1,25,000","3,50,000","6,00,000","5,53,000","9,48,000","19,00,000","19,00,000"
Makad Jaala - A Political Trap, 8 May 2015 , 146 min  ,Drama,Disaster,10,"3,725",None,None,None,None,None,"1,75,000","1,75,000","1,75,000"
Sharafat Gayi Tel Lene, 16 Jan 2015 , 108 min  ,Comedy,Disaster,450,"39,500","7,00,00,000","7,00,000","30,00,000","41,75,000","40,20,000","55,94,500","57,00,000","57,00,000"
Champakali, 23 Jun 2000 , 139 min  ,Action,Disaster,35,"3,52,000","45,00,000","3,75,000","10,25,000","17,00,000","17,63,000","29,24,000","62,00,000","62,00,000"
Kaash Tum Hote, 12 Dec 2014 , 128 min  ,Love Story,Disaster,25,"2,550",None,None,None,None,None,"2,99,250","3,00,000","3,00,000"
Tada, 29 Aug 2003 , 146 min  ,Action,Disaster,20,"1,42,000","1,50,00,000","3,50,000","9,00,000","13,50,000","14,40,000","21,60,000","32,00,000","32,00,000"
Saugandh Geeta Ki, 5 Oct 2001 , 98 min  ,Action,Disaster,5,"1,11,500","40,00,000",None,None,None,None,"22,05,750","22,00,000","22,00,000"
The Blueberry Hunt, 8 Apr 2016 , 125 min  ,Drama,Disaster,20,"1,700",None,None,None,None,None,"4,14,000","4,15,000","4,15,000"
The Attacks Of 26/11, 1 Mar 2013 , 119 min  ,Thriller,Flop,1250,"20,22,000","23,00,00,000","2,03,00,000","7,46,00,000","12,27,00,000","11,65,78,250","18,70,86,500","21,19,00,000","23,52,27,500"
Door Bell, 27 Oct 2017 , 105 min  ,Thriller,Disaster,10,"4,325",None,None,None,None,None,"4,76,250","4,75,000","4,75,000"
Mirch, 17 Dec 2010 , 128 min  ,Comedy,Disaster,150,"1,30,000","3,75,00,000","19,00,000","61,00,000","86,00,000","84,79,000","1,19,54,000","1,26,00,000","1,26,00,000"
Mixed Doubles, 10 Feb 2006 , 97 min  ,Drama,Flop,50,"2,23,000","2,00,00,000","8,50,000","36,00,000","62,00,000","50,76,000","87,42,000","1,90,00,000","1,90,00,000"
Sarhad, 6 Oct 1995 , 133 min  ,Action,Disaster,50,"7,06,000","1,25,00,000","8,25,000","23,00,000","38,50,000","31,28,000","52,36,000","90,00,000","90,52,500"
Rock On 2, 11 Nov 2016 , 139 min  ,Drama,Disaster,1450,"10,12,000","45,00,00,000","1,98,00,000","6,86,00,000","10,03,00,000","11,81,18,000","16,85,64,000","14,41,00,000","17,76,00,000"
Amaanat, 14 Oct 1994 , 155 min  ,Action,Flop,180,"46,55,000","2,85,00,000","41,00,000","1,13,00,000","1,88,00,000","1,94,36,000","3,23,36,000","5,31,00,000","5,48,32,500"
Babumoshai Bandookbaaz, 25 Aug 2017 , 122 min  ,Drama,Flop,950,"11,38,000","10,00,00,000","1,61,00,000","5,44,00,000","8,68,00,000","7,01,76,000","11,19,72,000","12,62,00,000","12,62,00,000"
Kaanchi, 25 Apr 2014 , 151 min  ,Drama,Disaster,1250,"4,69,000","24,00,00,000","69,00,000","2,40,00,000","3,65,00,000","3,26,40,000","4,96,40,000","5,30,00,000","5,30,00,000"
Gulaal, 13 Mar 2009 , 143 min  ,Thriller,Flop,425,"6,84,000","10,00,00,000","75,00,000","2,29,00,000","3,33,00,000","3,13,73,000","4,56,21,000","5,89,00,000","5,89,00,000"
Koi Aae Na, 20 Feb 2015 , 99 min  ,Drama,Disaster,10,"6,775",None,None,None,None,None,"2,86,000","2,85,000","2,85,000"
6 - 5 = 2, 14 Nov 2014 , 105 min  ,Horror,Disaster,400,"93,100",None,None,None,"79,00,000",None,"1,06,65,000","1,12,00,000","1,12,00,000"
A Decent Arrangement, 7 Nov 2014 , 97 min  ,Drama,Disaster,12,"1,450","2,00,00,000",None,None,None,None,"2,76,000","2,75,000","2,75,000"
Oye Lucky! Lucky Oye!, 28 Nov 2008 , 127 min  ,Comedy,Flop,400,"10,46,000","12,00,00,000","70,00,000","2,97,00,000","4,62,50,000","4,56,88,500","7,05,07,500","9,27,00,000","10,06,20,000"
Don - The Chase Begins Again, 20 Oct 2006 , 171 min  ,Action,Hit,850,"1,24,87,000","38,00,00,000","4,65,00,000","14,18,00,000","24,44,00,000","30,22,60,000","52,91,65,000","70,49,00,000","1,06,34,40,000"
Khoob Milai Jodi, 3 Sep 2004 , 130 min  ,Comedy,Disaster,1,"29,700","25,00,000",None,None,None,None,"7,25,000","7,25,000","7,25,000"
Turning 30!!!, 14 Jan 2011 , 120 min  ,Drama,Disaster,175,"1,49,500","7,00,00,000","20,00,000","65,00,000","93,75,000","88,40,000","1,27,50,000","1,63,00,000","1,63,00,000"
Ajay, 27 Dec 1996 , 167 min  ,Action,Average,225,"99,72,000","6,00,00,000","70,00,000","2,01,00,000","3,61,00,000","3,59,79,000","6,46,19,000","16,39,00,000","16,80,11,250"
Lipstick Under My Burkha, 21 Jul 2017 , 118 min  ,Drama,Average,500,"12,57,000","7,00,00,000","98,00,000","4,95,00,000","9,79,00,000","6,57,63,500","12,95,50,875","21,56,00,000","21,56,00,000"
Pehla Pehla Pyar, 6 May 1994 , 152 min  ,Love Story,Flop,115,"30,48,000","1,60,00,000","15,50,000","50,00,000","87,50,000","91,00,000","1,59,25,000","3,20,00,000","3,30,93,750"
Ab Tumhare Hawale Watan Saathiyo, 24 Dec 2004 , 193 min  ,Action,Disaster,425,"42,76,000","20,00,00,000","1,63,00,000","4,58,00,000","7,19,00,000","7,51,60,000","11,67,23,750","16,76,00,000","19,16,62,500"
Race 2, 25 Jan 2013 , 140 min  ,Thriller,Semi Hit,3200,"1,16,73,000","94,00,00,000","14,38,00,000","48,17,00,000","69,58,00,000","82,65,74,500","1,18,76,25,500","1,27,03,00,000","1,61,53,75,000"
Laash - The Deadly Revenge, 4 Mar 2011 , 73 min  ,Adult,Disaster,10,"65,700","15,00,000",None,None,None,None,"22,05,000","22,00,000","22,00,000"
Kal - Yesterday & Tomorrow, 16 Sep 2005 , 94 min  ,Drama,Disaster,35,"41,900","1,00,00,000",None,None,"19,00,000",None,"27,17,000","35,00,000","35,00,000"
Prem Kaa Game, 26 Mar 2010 , 132 min  ,Comedy,Disaster,125,"20,200","3,00,00,000","2,75,000","9,25,000","12,60,000","12,85,750","17,51,400","17,75,000","17,75,000"
Chanchal, 28 Nov 2008 , 117 min  ,Drama,Disaster,2,"3,850","1,00,00,000",None,None,"50,000",None,"71,500","1,42,500","1,42,500"
Premsutra, 25 Feb 2005 , 88 min  ,Adult,Disaster,1,"35,700","15,00,000",None,None,None,None,"8,74,000","8,75,000","8,75,000"
Rajkumar, 22 Mar 1996 , 146 min  ,Masala,Flop,215,"61,25,000","6,50,00,000","66,00,000","1,87,00,000","3,12,50,000","3,16,03,000","5,28,12,500","9,59,00,000","10,18,93,750"
Inteqam - The Perfect Game, 29 Oct 2004 , 127 min  ,Thriller,Disaster,125,"3,56,000","4,50,00,000","18,00,000","47,00,000","70,00,000","68,62,000","1,02,20,000","1,37,00,000","1,37,54,900"
Life Partner, 14 Aug 2009 , 138 min  ,Comedy,Flop,900,"35,04,000","25,00,00,000","1,58,00,000","5,79,00,000","9,86,00,000","9,84,33,000","16,79,12,000","28,22,00,000","33,02,20,000"
Zindaggi Rocks, 6 Oct 2006 , 127 min  ,Drama,Disaster,200,"3,47,000","7,00,00,000","39,00,000","1,08,00,000","1,56,50,000","1,64,92,500","2,38,31,500","2,69,00,000","2,91,87,500"
I Hate Luv Storys, 2 Jul 2010 , 133 min  ,Love Story,Hit,1050,"65,32,000","23,00,00,000","6,77,00,000","22,71,00,000","31,78,00,000","37,98,49,500","54,10,41,000","59,55,00,000","73,99,57,500"
Ghulam-E-Musthafa, 31 Oct 1997 , 152 min  ,Drama,Semi Hit,235,"79,74,000","5,50,00,000","64,00,000","1,99,00,000","3,54,00,000","3,38,38,000","6,01,93,000","14,05,00,000","14,54,27,500"
Jaanwar, 24 Dec 1999 , 168 min  ,Action,Semi Hit,220,"90,14,000","6,25,00,000","77,00,000","2,21,00,000","3,95,00,000","3,99,69,500","7,07,67,500","18,29,00,000","18,98,60,000"
Zindagi Tere Naam, 16 Mar 2012 , 120 min  ,Drama,Disaster,90,"24,800","3,50,00,000","3,50,000","10,75,000","14,50,000","14,72,750","19,86,500","23,00,000","23,00,000"
Gunehgar, 6 Jan 1995 , 144 min  ,Action,Flop,110,"25,71,000","1,75,00,000","25,00,000","67,00,000","1,07,00,000","1,12,56,000","1,79,76,000","2,81,00,000","2,84,12,500"
Siyasat - The Politics, 2 Mar 2007 , 115 min  ,Drama,Disaster,1,"13,350","40,00,000",None,None,None,None,"4,74,500","4,75,000","4,75,000"
Internet Ke Thagg, 24 Feb 2017 , 121 min  ,Drama,Disaster,5,"3,975",None,None,None,None,None,"2,14,500","2,15,000","2,15,000"
Aaja Re O Sajna, 18 Mar 1994 , 0 min  ,Love Story,Disaster,5,"87,600","15,00,000",None,None,None,None,"7,01,250","7,00,000","7,00,000"
Life Ki Aisi Ki Taisi - Ho Gayi Haalat Kaisi, 19 May 2017 , 114 min  ,Comedy,Disaster,2,"2,450",None,None,None,None,None,"1,43,000","1,42,500","1,42,500"
Dil Tera Diwana, 9 Aug 1996 , 147 min  ,Drama,Flop,140,"39,26,000","3,00,00,000","38,00,000","1,08,00,000","1,83,50,000","1,82,52,000","3,10,11,500","6,06,00,000","6,14,93,750"
Dhund Lenge Manzil Hum, 10 Oct 2014 , 134 min  ,Drama,Disaster,5,"6,275","25,00,000",None,None,None,None,"2,76,000","2,75,000","2,75,000"
Ittefaq, 14 Sep 2001 , 145 min  ,Action,Disaster,160,"13,62,000","4,00,00,000","36,00,000","93,00,000","1,46,00,000","1,59,03,000","2,49,66,000","3,28,00,000","3,29,41,750"
Shaitan, 10 Jun 2011 , 128 min  ,Thriller,Flop,575,"10,21,000","12,00,00,000","80,00,000","3,38,00,000","5,26,00,000","4,59,68,000","7,15,36,000","11,25,00,000","11,25,00,000"
Raktdhar, 6 Oct 2017 , 109 min  ,Action,Disaster,50,"7,125",None,None,None,None,None,"5,27,000","5,25,000","5,25,000"
Mallika, 3 Sep 2010 , 105 min  ,Horror,Disaster,325,"1,51,500","3,50,00,000","15,00,000","48,00,000","67,00,000","66,72,000","93,13,000","1,03,00,000","1,03,00,000"
The Dirty Dancer, 27 Sep 2013 , 102 min  ,Adult,Disaster,1,"45,600","20,00,000",None,None,None,None,"16,45,000","16,50,000","16,50,000"
Dare You, 18 Mar 2016 , 96 min  ,Drama,Disaster,75,"4,900",None,None,None,None,None,"5,00,500","5,00,000","5,00,000"
Inka Safar Shuru - Raghupati Raghav Raja Ram, 17 May 2013 , 108 min  ,Drama,Disaster,3,"7,750","30,00,000",None,None,"1,00,000",None,"1,63,000","3,25,000","3,25,000"
Vahshi Aatma, 7 Dec 2001 , 0 min  ,Drama,Disaster,1,"1,175","7,50,000",None,None,None,None,"20,000","20,000","20,000"
Socha Na Tha, 4 Mar 2005 , 143 min  ,Rom - Com,Flop,110,"7,19,000","5,00,00,000","22,00,000","82,00,000","1,41,50,000","1,33,39,250","2,25,63,500","4,93,00,000","5,28,00,000"
Chalo America, 12 Feb 1999 , 93 min  ,Comedy,Disaster,5,"39,600","35,00,000","50,000","2,50,000","4,50,000","3,85,000","6,93,000","13,50,000","13,50,000"
Paathshaala, 16 Apr 2010 , 125 min  ,Drama,Flop,500,"17,07,000","14,00,00,000","1,36,00,000","4,72,00,000","7,52,00,000","7,74,67,000","11,99,72,000","14,94,00,000","17,19,67,500"
Chura Liyaa Hai Tumne, 21 Mar 2003 , 144 min  ,Thriller,Disaster,175,"14,70,000","7,50,00,000","41,00,000","1,18,00,000","1,93,00,000","2,00,76,500","3,24,04,000","4,89,00,000","5,15,26,250"
Yehi Hai Zindagi, 7 Jan 2005 , 152 min  ,Drama,Disaster,25,"59,600","1,00,00,000","1,75,000","5,25,000","11,00,000","7,35,000","15,40,000","21,00,000","21,00,000"
Sona Spa, 22 Mar 2013 , 106 min  ,Thriller,Disaster,200,"28,400","4,00,00,000","3,75,000","12,50,000","17,70,000","17,12,500","24,24,900","25,25,000","25,25,000"
Ghatothkoch - Master Of Magic, 23 May 2008 , 91 min  ,Animation,Disaster,125,"1,60,500","6,50,00,000",None,None,"75,50,000",None,"1,04,94,500","1,52,00,000","1,52,00,000"
Alif, 3 Feb 2017 , 119 min  ,Drama,Disaster,5,225,None,None,None,None,None,"50,050","50,000","50,000"
Jee Lene Do Ek Pal, 1 Jan 2016 , 144 min  ,Drama,Disaster,8,"3,050",None,None,None,None,None,"1,80,000","1,80,000","1,80,000"
Raja, 2 Jun 1995 , 151 min  ,Drama,Blockbuster,225,"2,13,27,000","4,25,00,000","73,00,000","2,11,00,000","3,70,00,000","3,48,15,000","6,10,50,000","33,58,00,000","34,68,25,000"
Lekar Hum Deewana Dil, 4 Jul 2014 , 140 min  ,Rom - Com,Disaster,875,"3,19,000","2,82,00,000","59,00,000","1,98,00,000","2,91,50,000","2,99,03,000","4,41,06,500","4,06,00,000","4,53,60,000"
Fareb, 28 Jun 1996 , 137 min  ,Thriller,Hit,80,"39,28,000","1,25,00,000","17,00,000","49,00,000","94,75,000","82,32,000","1,59,18,000","6,20,00,000","6,24,93,500"
Kaun Rokega Mujhe, 12 Dec 1997 , 124 min  ,Mystery,Disaster,35,"4,65,000","1,50,00,000","5,00,000","15,00,000","24,50,000","25,50,000","41,65,000","74,00,000","74,51,025"
Badmaash Company, 7 May 2010 , 145 min  ,Drama,Average,1100,"50,63,000","29,00,00,000","3,62,00,000","12,28,00,000","19,12,00,000","18,68,08,000","28,65,82,000","44,77,00,000","48,46,00,000"
Sarkar, 1 Jul 2005 , 123 min  ,Drama,Semi Hit,425,"75,36,000","14,00,00,000","2,43,00,000","6,86,00,000","11,57,00,000","11,16,50,000","18,51,65,000","35,89,00,000","39,30,47,500"
Style, 28 Dec 2001 , 159 min  ,Comedy,Semi Hit,100,"31,73,000","2,50,00,000","29,00,000","97,00,000","1,81,00,000","1,60,05,000","2,98,65,000","8,82,00,000","8,84,40,000"
Zinda, 13 Jan 2006 , 126 min  ,Thriller,Flop,400,"29,58,000","13,00,00,000","1,30,00,000","3,63,00,000","5,92,00,000","6,70,33,500","10,57,46,500","14,45,00,000","17,68,02,500"
Kaam Vaasna, 3 Dec 1999 , 105 min  ,Drama,Disaster,10,"95,800","15,00,000",None,None,None,None,"16,50,000","16,50,000","16,50,000"
Bhairavi, 23 Aug 1996 , 142 min  ,Drama,Disaster,12,"37,500","30,00,000","50,000","2,25,000","3,25,000","3,80,250","5,49,250","6,35,000","6,35,000"
Astitva, 6 Oct 2000 , 110 min  ,Drama,Flop,45,"8,79,000","1,50,00,000","7,00,000","24,00,000","47,00,000","43,06,000","82,63,000","2,39,00,000","2,48,25,000"
Silence Please... The Dressing Room, 9 Apr 2004 , 117 min  ,Drama,Disaster,20,"13,600","60,00,000","1,50,000","4,25,000","6,50,000","5,82,250","8,90,500","10,25,000","10,25,000"
Hindi Medium, 19 May 2017 , 133 min  ,Comedy,Hit,1050,"54,72,000","23,00,00,000","2,50,00,000","11,79,00,000","23,25,00,000","21,99,25,000","29,32,00,000","77,61,00,000","91,85,50,000"
Mahakaal, 11 Feb 1994 , 131 min  ,Horror,Average,45,"24,31,000","40,00,000","7,00,000","18,50,000","33,25,000","34,78,000","62,51,000","1,88,00,000","1,88,62,500"
Bewafaa, 25 Feb 2005 , 149 min  ,Love Story,Below Average,450,"56,32,000","18,00,00,000","1,93,00,000","5,62,00,000","8,87,00,000","11,19,40,000","17,03,75,000","24,57,00,000","33,18,30,000"
Mysterries Shaque..., 1 Oct 2004 , 132 min  ,Mystery,Disaster,45,"2,64,000","1,25,00,000","7,50,000","21,00,000","32,00,000","30,45,000","46,40,000","71,00,000","71,00,000"
Rise Of The Zombie, 5 Apr 2013 , 90 min  ,Horror,Disaster,225,"36,000","3,00,00,000","6,00,000","19,50,000","27,25,000","26,91,000","37,60,500","39,00,000","39,00,000"
Bachao Inside Bhoot Hai, 8 Oct 2010 , 100 min  ,Horror,Disaster,40,"9,250","80,00,000",None,None,None,None,"5,50,250","5,50,000","5,50,000"
Darinda, 9 Dec 2005 , 76 min  ,Horror,Disaster,1,"68,400","20,00,000",None,None,None,None,"17,76,000","17,75,000","17,75,000"
Pranali - The Tradition, 2 May 2008 , 124 min  ,Drama,Disaster,80,"22,700","2,50,00,000",None,None,"12,50,000",None,"17,50,000","18,50,000","18,50,000"
Jai Ho! Democracy, 24 Apr 2015 , 96 min  ,Drama,Disaster,100,"13,600",None,"9,00,000","2,50,000","12,75,000","3,40,000","17,34,000","18,00,000","18,00,000"
Morning Raga, 29 Oct 2004 , 90 min  ,Drama,Disaster,30,"59,200","1,50,00,000","3,25,000","11,25,000","18,00,000","16,32,000","26,06,625","43,00,000","43,91,500"
Aagaah - The Warning, 5 Aug 2011 , 90 min  ,Horror,Disaster,150,"51,200","3,00,00,000","5,75,000","17,50,000","25,25,000","24,15,000","34,84,500","40,00,000","40,00,000"
Jhankaar Beats, 20 Jun 2003 , 155 min  ,Drama,Flop,40,"5,27,000","2,75,00,000","9,00,000","34,00,000","61,00,000","52,36,000","93,94,000","3,37,00,000","3,37,00,000"
Road Movie, 5 Mar 2010 , 94 min  ,Drama,Disaster,175,"1,75,500","14,00,00,000","22,00,000",None,"1,17,00,000",None,"1,59,12,000","1,79,00,000","1,79,00,000"
Allah Meharban To Gadha Pahelwan, 27 Jun 1997 , 150 min  ,Comedy,Disaster,2,"78,300","30,00,000",None,None,None,None,"22,05,750","22,00,000","22,00,000"
Mere Dad Ki Maruti, 15 Mar 2013 , 102 min  ,Comedy,Below Average,825,"11,64,000","11,00,00,000","88,00,000","3,78,00,000","6,64,00,000","5,52,42,000","9,57,26,000","14,13,00,000","14,94,00,000"
Mallika Massage Parlour, 11 Apr 2014 , 86 min  ,Adult,Disaster,1,"5,000","10,00,000",None,None,None,None,"1,75,000","1,75,000","1,75,000"
Yaar Gaddar, 4 Nov 1994 , 157 min  ,Masala,Flop,140,"35,58,000","2,10,00,000","28,00,000","80,00,000","1,35,25,000","1,33,60,000","2,25,86,750","4,00,00,000","4,09,45,000"
5 Ghantey Mein 5 Crore, 10 Aug 2012 , 111 min  ,Horror,Disaster,30,"6,200","1,75,00,000","75,000","2,50,000","3,50,000","3,50,000","4,90,000","5,25,000","5,25,000"
Moh Maya Money, 25 Nov 2016 , 109 min  ,Drama,Disaster,225,"15,100",None,"3,50,000","12,50,000","18,25,000","17,25,000","25,18,500","26,00,000","26,00,000"
Baap Jaroor Banunga, 27 Feb 2009 , 0 min  ,Comedy,Disaster,1,"1,025","5,00,000",None,None,"25,000",None,"32,500","32,500","32,500"
Charlie Kay Chakkar Mein, 6 Nov 2015 , 110 min  ,Thriller,Disaster,550,"74,800","6,00,00,000","15,00,000","50,00,000","71,75,000","68,50,000","98,29,750","1,02,00,000","1,02,00,000"
Raag Desh, 28 Jul 2017 , 137 min  ,Drama,Disaster,625,"82,500","95,00,000","16,00,000","60,00,000","87,00,000","78,00,000","1,13,10,000","1,18,00,000","1,18,00,000"
Khilona, 13 Dec 1996 , 131 min  ,Drama,Flop,105,"16,09,000","1,50,00,000","20,00,000","57,00,000","92,25,000","99,18,000","1,60,51,500","2,35,00,000","2,36,07,250"
Bhagam Bhag, 22 Dec 2006 , 150 min  ,Comedy,Hit,750,"1,01,35,000","32,00,00,000","3,43,00,000","11,34,00,000","20,91,00,000","19,23,90,000","35,38,05,000","56,63,00,000","67,82,52,500"
Sanyasi Mera Naam, 1 Oct 1999 , 147 min  ,Action,Flop,100,"16,77,000","1,50,00,000","21,00,000","57,00,000","93,00,000","98,04,000","1,59,96,000","3,05,00,000","3,08,48,000"
Don 2, 23 Dec 2011 , 146 min  ,Action,Hit,2850,"1,49,27,000","76,00,00,000","14,60,00,000","46,39,00,000","71,18,00,000","89,63,45,000","1,37,76,55,000","1,43,73,00,000","2,02,81,00,000"
Dansh, 2 Sep 2005 , 115 min  ,Drama,Disaster,25,"12,200","50,00,000","1,25,000","4,50,000","6,50,000","6,21,000","8,97,000","10,00,000","10,00,000"
Lage Raho Partner, 5 Mar 2010 , 0 min  ,Drama,Disaster,5,"2,175","20,00,000",None,None,"50,000",None,"65,000","65,000","65,000"
Eknathji - One Life One Mission, 19 Nov 2017 , 101 min  ,Drama,Disaster,30,"1,950",None,None,None,None,None,"3,75,000","3,75,000","3,75,000"
Bus Yun Hi, 14 Feb 2003 , 92 min  ,Rom - Com,Disaster,25,"58,100","85,00,000","3,50,000","9,50,000","14,75,000","15,20,000","23,60,000","39,50,000","39,50,000"
Rebellious Flower, 15 Jan 2016 , 111 min  ,Drama,Disaster,20,"9,950",None,"1,75,000","7,75,000","11,75,000","10,61,750","16,09,750","22,25,000","22,25,000"
Tahkhana, 1 Jun 2001 , 90 min  ,Horror,Disaster,1,"64,900","15,00,000",None,None,None,None,"11,76,000","11,75,000","11,75,000"
Rajaji, 21 May 1999 , 154 min  ,Comedy,Flop,175,"36,63,000","4,50,00,000","55,00,000","1,47,00,000","2,31,50,000","2,58,50,000","4,06,45,000","7,38,00,000","7,57,35,000"
Masti, 9 Apr 2004 , 159 min  ,Comedy,Hit,375,"73,72,000","12,00,00,000","1,80,00,000","5,47,00,000","9,13,00,000","9,81,28,000","15,96,62,000","30,21,00,000","34,14,75,000"
New York, 26 Jun 2009 , 153 min  ,Thriller,Hit,1200,"78,21,000","28,00,00,000","5,62,00,000","17,42,00,000","27,36,00,000","31,87,49,000","49,64,22,000","61,98,00,000","78,33,67,500"
L.O.C Kargil, 26 Dec 2003 , 247 min  ,Action,Flop,475,"73,06,000","33,00,00,000","2,27,00,000","6,43,00,000","10,62,00,000","11,40,25,500","19,12,36,000","26,53,00,000","31,67,15,000"
Love Breakups Zindagi, 7 Oct 2011 , 153 min  ,Love Story,Disaster,325,"1,87,000","10,00,00,000","31,00,000","1,05,00,000","1,41,00,000","1,42,80,000","1,91,76,000","2,06,00,000","2,06,00,000"
Kahani Ek Devi Ki..., 8 Nov 2013 , 0 min  ,Drama,Disaster,5,"6,900","30,00,000",None,None,None,None,"2,50,000","2,50,000","2,50,000"
"Oh, My God!!", 5 Dec 2008 , 103 min  ,Comedy,Disaster,150,"63,100","3,50,00,000","8,00,000","27,00,000","37,75,000","38,07,000","53,22,750","58,00,000","58,00,000"
Ramaiya Vastavaiya, 19 Jul 2013 , 149 min  ,Love Story,Flop,1400,"37,05,000","38,00,00,000","3,53,00,000","12,34,00,000","19,58,00,000","17,96,80,000","28,21,80,000","36,20,00,000","38,34,20,000"
